id	name	type	description	rarity	price	hp_bonus	str_bonus	def_bonus	agi_bonus	mag_bonus	luk_bonus	required_level	is_shop_item	is_active	sort_order	created_at	updated_at	spr_bonus	sub_type	element	sell_price	mp_bonus	unlock_city_id
82	海賊下っ端のカトラス	weapon	ドロップ品: 海賊下っ端のカトラス	rare	424	0	11	0	7	0	6	1	0	1	1800	2026-06-07T01:15:41.000000Z	2026-06-11T13:19:29.000000Z	0	短剣		106	0	
83	海賊射手のカトラス	weapon	ドロップ品: 海賊射手のカトラス	rare	424	0	11	0	7	0	6	1	0	1	1810	2026-06-07T01:15:41.000000Z	2026-06-11T13:19:29.000000Z	0	短剣		106	0	
92	神殿兵の武器	weapon	ドロップ品: 神殿兵の武器	rare	424	0	72	0	0	16	6	1	0	1	1820	2026-06-07T01:15:41.000000Z	2026-06-11T13:19:29.000000Z	0	魔導具		106	27	
114	庭園の騎士の剣	weapon	ドロップ品: 庭園の騎士の剣	rare	424	0	18	0	3	0	0	1	0	1	1830	2026-06-07T01:19:24.000000Z	2026-06-11T13:19:29.000000Z	0	剣		106	0	
124	廃坑スケルトンの骨剣	weapon	ドロップ品: 廃坑スケルトンの骨剣	rare	424	0	18	0	3	0	0	1	0	1	1840	2026-06-07T01:19:24.000000Z	2026-06-11T13:19:29.000000Z	0	剣		106	0	
133	蒸気兵の武器	weapon	ドロップ品: 蒸気兵の武器	rare	424	0	0	0	0	16	6	1	0	1	1850	2026-06-07T01:19:24.000000Z	2026-06-11T13:19:29.000000Z	0	魔導具		106	27	
140	電磁兵の武器	weapon	ドロップ品: 電磁兵の武器	rare	424	0	150	0	0	16	6	1	0	1	1860	2026-06-07T01:19:25.000000Z	2026-06-11T13:19:29.000000Z	0	魔導具		106	27	
143	古代兵の武器	weapon	ドロップ品: 古代兵の武器	rare	424	0	150	0	0	16	6	1	0	1	1870	2026-06-07T01:19:25.000000Z	2026-06-11T13:19:29.000000Z	0	魔導具		106	27	
144	重装機兵の武器	weapon	ドロップ品: 重装機兵の武器	rare	424	0	0	0	0	16	6	1	0	1	1880	2026-06-07T01:19:25.000000Z	2026-06-11T13:19:29.000000Z	0	魔導具		106	27	
177	砂漠盗賊の短剣	weapon	ドロップ品: 砂漠盗賊の短剣	rare	424	0	259	0	3	0	0	1	0	1	1890	2026-06-07T01:19:25.000000Z	2026-06-11T13:19:29.000000Z	0	剣		106	0	
181	石像兵の武器	weapon	ドロップ品: 石像兵の武器	rare	424	0	259	0	0	16	6	1	0	1	1900	2026-06-07T01:19:25.000000Z	2026-06-11T13:19:29.000000Z	0	魔導具		106	27	
206	暴走魔導兵の武器	weapon	ドロップ品: 暴走魔導兵の武器	rare	424	0	301	0	0	16	6	1	0	1	1910	2026-06-07T01:21:35.000000Z	2026-06-11T13:19:29.000000Z	0	魔導具		106	27	
220	死霊兵の武器	weapon	ドロップ品: 死霊兵の武器	rare	424	0	359	0	0	16	6	1	0	1	1920	2026-06-07T01:21:35.000000Z	2026-06-11T13:19:29.000000Z	0	魔導具		106	27	
221	黒骨犬の骨剣	weapon	ドロップ品: 黒骨犬の骨剣	rare	424	0	359	0	3	0	0	1	0	1	1930	2026-06-07T01:21:35.000000Z	2026-06-11T13:19:29.000000Z	0	剣		106	0	
225	呪い騎士の剣	weapon	ドロップ品: 呪い騎士の剣	rare	424	0	359	0	3	0	0	1	0	1	1940	2026-06-07T01:21:35.000000Z	2026-06-11T13:19:29.000000Z	0	剣		106	0	
235	魔王軍兵の武器	weapon	ドロップ品: 魔王軍兵の武器	rare	424	0	0	0	0	16	6	1	0	1	1950	2026-06-07T01:21:36.000000Z	2026-06-11T13:19:29.000000Z	0	魔導具		106	27	
236	魔王軍弓兵の弓	weapon	ドロップ品: 魔王軍弓兵の弓	rare	424	0	15	0	4	0	6	1	0	1	1960	2026-06-07T01:21:36.000000Z	2026-06-11T13:19:29.000000Z	0	弓		106	0	
246	深淵騎士の剣	weapon	ドロップ品: 深淵騎士の剣	rare	424	0	18	0	3	0	0	1	0	1	1970	2026-06-07T01:21:36.000000Z	2026-06-11T13:19:29.000000Z	0	剣		106	0	
256	神殿騎士の剣	weapon	ドロップ品: 神殿騎士の剣	rare	424	0	18	0	3	0	0	1	0	1	1980	2026-06-07T01:23:57.000000Z	2026-06-11T13:19:29.000000Z	0	剣		106	0	
261	魔王軍歩兵の武器	weapon	ドロップ品: 魔王軍歩兵の武器	rare	424	0	447	0	0	16	6	1	0	1	1990	2026-06-07T01:23:57.000000Z	2026-06-11T13:19:29.000000Z	0	魔導具		106	27	
266	魔神兵の武器	weapon	ドロップ品: 魔神兵の武器	rare	424	0	447	0	0	16	6	1	0	1	2000	2026-06-07T01:23:57.000000Z	2026-06-11T13:19:29.000000Z	0	魔導具		106	27	
267	黒騎士将の剣	weapon	ドロップ品: 黒騎士将の剣	rare	424	0	447	0	3	0	0	1	0	1	2010	2026-06-07T01:23:57.000000Z	2026-06-11T13:19:29.000000Z	0	剣		106	0	
276	魔王近衛兵の武器	weapon	ドロップ品: 魔王近衛兵の武器	rare	424	0	447	0	0	16	6	1	0	1	2020	2026-06-07T01:23:57.000000Z	2026-06-11T13:19:29.000000Z	0	魔導具		106	27	
277	黒玉座の騎士の剣	weapon	ドロップ品: 黒玉座の騎士の剣	rare	424	0	447	0	3	0	0	1	0	1	2030	2026-06-07T01:23:57.000000Z	2026-06-11T13:19:29.000000Z	0	剣		106	0	
378	騎士の剣	weapon	扱いやすい標準武器。物理職全般に向く。	J	1800	0	40	0	3	0	0	40	1	1	170	2026-06-08T13:18:11.000000Z	2026-06-11T13:19:28.000000Z	0	剣		450	0	1
382	鉄拳甲	weapon	連撃・格闘職向け。HPと素早さも補う。	J	1600	0	37	0	7	0	0	40	1	1	150	2026-06-08T13:18:11.000000Z	2026-06-11T13:19:28.000000Z	0	拳		400	0	1
383	賢者見習いの杖	weapon	魔法職向け。MAGとMPを大きく伸ばす。	J	1800	0	0	0	0	40	0	40	1	1	180	2026-06-08T13:18:11.000000Z	2026-06-11T13:19:28.000000Z	7	杖	魔	450	46	1
384	ハルバード	weapon	攻撃と防御を両立する安定武器。	J	1900	0	41	3	2	0	0	40	1	1	200	2026-06-08T13:18:11.000000Z	2026-06-11T13:19:28.000000Z	0	槍		475	0	1
385	連射銃	weapon	高価格だが攻撃と運に優れる特殊武器。	J	2100	0	40	0	3	0	0	40	1	1	230	2026-06-08T13:18:11.000000Z	2026-06-11T13:19:28.000000Z	0	銃		525	0	1
386	魔導コア	weapon	魔力と運を伸ばす魔導職向け装備。	J	2000	0	0	0	0	43	3	40	1	1	220	2026-06-08T13:18:11.000000Z	2026-06-11T13:19:28.000000Z	8	魔導具	魔	500	37	1
410	星詠みの杖	weapon	魔法職向け。MAGとMPを大きく伸ばす。	B	64700	0	0	0	0	295	0	230	1	1	880	2026-06-08T13:18:11.000000Z	2026-06-11T13:19:29.000000Z	53	杖	魔	16175	339	9
412	星弾銃	weapon	高価格だが攻撃と運に優れる特殊武器。	B	74400	0	295	0	24	0	0	230	1	1	960	2026-06-08T13:18:11.000000Z	2026-06-11T13:19:29.000000Z	0	銃		18600	0	9
414	ルーンブレード	weapon	扱いやすい標準武器。物理職全般に向く。	D	45200	0	215	0	17	0	0	180	1	1	700	2026-06-08T13:18:11.000000Z	2026-06-11T13:19:29.000000Z	0	剣		11300	0	7
415	ルーンアクス	weapon	重い一撃に優れる高火力武器。	D	47500	0	232	0	0	0	0	180	1	1	730	2026-06-08T13:18:11.000000Z	2026-06-11T13:19:29.000000Z	0	斧		11875	0	7
416	ルーンダガー	weapon	素早さと運を伸ばす軽量武器。	D	42900	0	189	0	53	0	23	180	1	1	690	2026-06-08T13:18:11.000000Z	2026-06-11T13:19:29.000000Z	0	短剣		10725	0	7
417	ルーンボウ	weapon	命中と会心を意識した遠距離武器。	D	45200	0	202	0	28	0	32	180	1	1	710	2026-06-08T13:18:11.000000Z	2026-06-11T13:19:29.000000Z	0	弓		11300	0	7
418	ルーンナックル	weapon	連撃・格闘職向け。HPと素早さも補う。	D	40700	0	198	0	40	0	0	180	1	1	670	2026-06-08T13:18:11.000000Z	2026-06-11T13:19:29.000000Z	0	拳		10175	0	7
419	ルーンスタッフ	weapon	魔法職向け。MAGとMPを大きく伸ばす。	D	45200	0	0	0	0	215	0	180	1	1	720	2026-06-08T13:18:11.000000Z	2026-06-11T13:19:29.000000Z	39	杖	魔	11300	247	7
420	ルーンランス	weapon	攻撃と防御を両立する安定武器。	D	47500	0	219	18	13	0	0	180	1	1	740	2026-06-08T13:18:11.000000Z	2026-06-11T13:19:29.000000Z	0	槍		11875	0	7
421	ルーンライフル	weapon	高価格だが攻撃と運に優れる特殊武器。	D	52000	0	215	0	17	0	0	180	1	1	770	2026-06-08T13:18:11.000000Z	2026-06-11T13:19:29.000000Z	0	銃		13000	0	7
422	ルーンオーブ	weapon	魔力と運を伸ばす魔導職向け装備。	D	49700	0	0	0	0	232	19	180	1	1	760	2026-06-08T13:18:11.000000Z	2026-06-11T13:19:29.000000Z	42	魔導具	魔	12425	197	7
432	終焉の剣	weapon	扱いやすい標準武器。物理職全般に向く。	A	75100	0	345	0	28	0	0	260	1	1	970	2026-06-08T13:18:12.000000Z	2026-06-11T13:19:29.000000Z	0	剣		18775	0	10
437	終焉の杖	weapon	魔法職向け。MAGとMPを大きく伸ばす。	A	75100	0	0	0	0	345	0	260	1	1	980	2026-06-08T13:18:12.000000Z	2026-06-11T13:19:29.000000Z	62	杖	魔	18775	397	10
509	草原の若葉弓	weapon	はじまりの草原の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	E	774	0	52	0	0	0	5	0	0	1	1040	2026-06-09T00:45:48.000000Z	2026-06-11T13:19:29.000000Z	0	弓		162	0	
512	小鬼狩りの弓	weapon	小鬼の森の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	E	1437	0	52	0	0	0	5	0	0	1	1050	2026-06-09T00:45:48.000000Z	2026-06-11T13:19:29.000000Z	0	弓		272	0	
515	洞窟探検剣	weapon	古びた洞窟の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	E	2265	0	52	6	0	0	0	0	0	1	1060	2026-06-09T00:45:49.000000Z	2026-06-11T13:19:29.000000Z	0	剣		412	0	
518	ウルフファング	weapon	狼の丘の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	E	3149	0	52	7	0	0	0	0	0	1	1070	2026-06-09T00:45:49.000000Z	2026-06-11T13:19:29.000000Z	0	剣		569	0	
521	グレイブアクス	weapon	忘れられた墓地の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	E	4089	0	52	7	0	0	0	0	0	1	1080	2026-06-09T00:45:49.000000Z	2026-06-11T13:19:29.000000Z	0	剣		749	0	
524	フェアリーランス	weapon	妖精の泉の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	E	5138	0	52	8	0	0	0	0	0	1	1090	2026-06-09T00:45:49.000000Z	2026-06-11T13:19:29.000000Z	0	剣		962	0	
527	ノービスソード	weapon	見習い訓練場の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	E	6022	0	52	9	0	0	0	0	0	1	1100	2026-06-09T00:45:49.000000Z	2026-06-11T13:19:29.000000Z	0	剣		1159	0	
530	潮騎士の槍	weapon	潮風の海岸の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	D	6906	0	78	9	0	0	0	0	0	1	1110	2026-06-09T00:45:49.000000Z	2026-06-11T13:19:29.000000Z	0	槍		1458	0	
533	海蝕の短剣	weapon	海蝕洞窟の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	D	8288	0	78	10	0	0	0	0	0	1	1120	2026-06-09T00:45:49.000000Z	2026-06-11T13:19:29.000000Z	0	剣		1786	0	
536	難破船のカトラス	weapon	難破船の残骸の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	D	9393	0	78	0	0	0	11	0	0	1	1130	2026-06-09T00:45:49.000000Z	2026-06-11T13:19:29.000000Z	0	短剣		2154	0	
539	人魚の水槍	weapon	人魚の入り江の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	D	10774	0	78	13	0	0	0	0	0	1	1140	2026-06-09T00:45:49.000000Z	2026-06-11T13:19:29.000000Z	0	槍		2545	0	
542	海賊狩りの斧	weapon	海賊の隠れ家の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	I	12155	0	78	0	0	0	0	11	0	1	1150	2026-06-09T00:45:49.000000Z	2026-06-11T13:19:29.000000Z	0	斧		2959	0	
545	珊瑚の魔杖	weapon	珊瑚迷宮の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	D	13536	0	0	0	100	57	0	0	0	1	1160	2026-06-09T00:45:49.000000Z	2026-06-11T13:19:29.000000Z	22	杖		3384	219	
548	深海神殿の聖槍	weapon	深海神殿の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	D	14862	0	78	17	0	0	0	0	0	1	1170	2026-06-09T00:45:49.000000Z	2026-06-11T13:19:29.000000Z	0	槍		3715	0	
551	若葉の狩弓	weapon	若葉の森の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	C	16023	0	116	0	0	0	18	0	0	1	1180	2026-06-09T00:45:49.000000Z	2026-06-11T13:19:29.000000Z	0	弓		4005	0	
554	妖精森の短剣	weapon	妖精の森の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	C	17404	0	116	19	0	0	0	0	0	1	1190	2026-06-09T00:45:49.000000Z	2026-06-11T13:19:29.000000Z	0	剣		4351	0	
557	世界樹根の大槌	weapon	世界樹の根の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	C	18785	0	116	20	0	0	0	0	0	1	1200	2026-06-09T00:45:49.000000Z	2026-06-11T13:19:29.000000Z	0	剣		4696	0	
560	世界樹中層の杖	weapon	世界樹中層の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	C	20443	0	0	0	139	82	0	0	0	1	1210	2026-06-09T00:45:49.000000Z	2026-06-11T13:19:29.000000Z	44	杖		5110	437	
563	世界樹上層の弓	weapon	世界樹上層の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	C	22100	0	116	0	0	0	22	0	0	1	1220	2026-06-09T00:45:49.000000Z	2026-06-11T13:19:29.000000Z	0	弓		5525	0	
566	精霊神殿の霊杖	weapon	精霊神殿の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	C	23758	0	0	0	158	82	0	0	0	1	1230	2026-06-09T00:45:49.000000Z	2026-06-11T13:19:29.000000Z	44	杖		5939	437	
569	月光の細剣	weapon	月光庭園の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	C	25084	0	116	25	0	0	0	0	0	1	1240	2026-06-09T00:45:49.000000Z	2026-06-11T13:19:29.000000Z	0	剣		6271	0	
572	鉄鉱の戦斧	weapon	鉄鉱山の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	B	26520	0	164	0	0	0	0	21	0	1	1250	2026-06-09T00:45:49.000000Z	2026-06-11T13:19:29.000000Z	0	斧		6630	0	
575	廃坑の削岩剣	weapon	廃坑の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	B	28178	0	164	29	0	0	0	0	0	1	1260	2026-06-09T00:45:49.000000Z	2026-06-11T13:19:29.000000Z	0	剣		7044	0	
578	溶鉱炉の大剣	weapon	溶鉱炉跡の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	B	29835	0	164	30	0	0	0	0	0	1	1270	2026-06-09T00:45:49.000000Z	2026-06-11T13:19:29.000000Z	0	剣		7458	0	
581	蒸気駆動槍	weapon	蒸気工場の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	B	31493	0	164	31	0	0	0	0	0	1	1280	2026-06-09T00:45:49.000000Z	2026-06-11T13:19:29.000000Z	0	槍		7873	0	
584	機械兵の歯車剣	weapon	機械兵工場の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	B	33426	0	164	32	0	0	0	0	0	1	1290	2026-06-09T00:45:50.000000Z	2026-06-11T13:19:29.000000Z	0	剣		8356	0	
587	雷動ブレード	weapon	地底発電所の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	B	35084	0	164	35	0	0	0	0	0	1	1300	2026-06-09T00:45:50.000000Z	2026-06-11T13:19:29.000000Z	0	剣		8771	0	
590	古代兵装の剣	weapon	古代兵器庫の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	B	36797	0	164	36	0	0	0	0	0	1	1310	2026-06-09T00:45:50.000000Z	2026-06-11T13:19:29.000000Z	0	剣		9199	0	
593	氷雪の槍	weapon	氷雪平原の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	A	38123	0	226	37	0	0	0	0	0	1	1320	2026-06-09T00:45:50.000000Z	2026-06-11T13:19:29.000000Z	0	槍		9530	0	
596	吹雪の大弓	weapon	吹雪の峡谷の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	A	40056	0	226	0	0	0	39	0	0	1	1330	2026-06-09T00:45:50.000000Z	2026-06-11T13:19:29.000000Z	0	弓		10014	0	
599	氷結洞の氷剣	weapon	氷結洞窟の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	A	41990	0	226	41	0	0	0	0	0	1	1340	2026-06-09T00:45:50.000000Z	2026-06-11T13:19:29.000000Z	0	剣		10497	0	
602	白銀の狩弓	weapon	白銀の森の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	A	43648	0	226	0	0	0	42	0	0	1	1350	2026-06-09T00:45:50.000000Z	2026-06-11T13:19:29.000000Z	0	弓		10912	0	
605	凍神殿の聖杖	weapon	凍てつく神殿の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	A	45581	0	0	0	284	156	0	0	0	1	1360	2026-06-09T00:45:50.000000Z	2026-06-11T13:19:29.000000Z	161	杖		11395	343	
608	氷竜牙の槍	weapon	氷竜の巣の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	A	47515	0	226	46	0	0	0	0	0	1	1370	2026-06-09T00:45:50.000000Z	2026-06-11T13:19:29.000000Z	0	槍		11878	0	
611	極寒山脈の大斧	weapon	極寒山脈の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	A	49725	0	226	0	0	0	0	38	0	1	1380	2026-06-09T00:45:50.000000Z	2026-06-11T13:19:29.000000Z	0	斧		12431	0	
614	砂海の曲刀	weapon	砂海の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	S	50830	0	282	48	0	0	0	0	0	1	1390	2026-06-09T00:45:50.000000Z	2026-06-11T13:19:29.000000Z	0	剣		12707	0	
617	流砂の双刃	weapon	流砂地帯の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	S	53040	0	282	51	0	0	0	0	0	1	1400	2026-06-09T00:45:50.000000Z	2026-06-11T13:19:29.000000Z	0	剣		13260	0	
620	遺跡兵装の剣	weapon	古代遺跡の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	S	54974	0	282	52	0	0	0	0	0	1	1410	2026-06-09T00:45:50.000000Z	2026-06-11T13:19:29.000000Z	0	剣		13743	0	
623	王墓のファルシオン	weapon	王家の墓の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	S	56908	0	282	53	0	0	0	0	0	1	1420	2026-06-09T00:45:50.000000Z	2026-06-11T13:19:29.000000Z	0	剣		14227	0	
626	砂嵐神殿の槍	weapon	砂嵐の神殿の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	S	59118	0	282	56	0	0	0	0	0	1	1430	2026-06-09T00:45:50.000000Z	2026-06-11T13:19:29.000000Z	0	槍		14779	0	
629	地下水路の短剣	weapon	地下水路の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	S	61051	0	282	57	0	0	0	0	0	1	1440	2026-06-09T00:45:50.000000Z	2026-06-11T13:19:29.000000Z	0	剣		15262	0	
632	太陽神の曲刀	weapon	太陽神殿の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	S	63427	0	282	59	0	0	0	0	0	1	1450	2026-06-09T00:45:50.000000Z	2026-06-11T13:19:29.000000Z	0	剣		15856	0	
635	魔導書庫の杖	weapon	魔導図書館の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	S	64643	0	0	0	395	230	0	0	0	1	1460	2026-06-09T00:45:50.000000Z	2026-06-11T13:19:29.000000Z	204	杖		16160	506	
638	禁書の呪杖	weapon	禁書庫の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	S	66853	0	0	0	408	230	0	0	0	1	1470	2026-06-09T00:45:50.000000Z	2026-06-11T13:19:29.000000Z	204	杖		16713	506	
641	魔法研究所の試作杖	weapon	魔法研究所の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	S	68786	0	0	0	420	230	0	0	0	1	1480	2026-06-09T00:45:50.000000Z	2026-06-11T13:19:29.000000Z	204	杖		17196	506	
644	浮遊庭園の花槍	weapon	浮遊庭園の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	SS	70996	0	329	65	0	0	0	0	0	1	1490	2026-06-09T00:45:51.000000Z	2026-06-11T13:19:29.000000Z	0	槍		17749	0	
647	星見の星杖	weapon	星見の塔の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	SS	73206	0	0	0	445	230	0	0	0	1	1500	2026-06-09T00:45:51.000000Z	2026-06-11T13:19:29.000000Z	204	杖		18301	506	
650	異界観測の雷杖	weapon	異界観測所の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	SS	75416	0	0	0	458	230	0	0	0	1	1510	2026-06-09T00:45:51.000000Z	2026-06-11T13:19:29.000000Z	204	杖		18854	506	
653	次元裂きの剣	weapon	次元回廊の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	SS	78289	0	329	72	0	0	0	0	0	1	1520	2026-06-09T00:45:51.000000Z	2026-06-11T13:19:29.000000Z	0	剣		19572	0	
656	死者荒野の骨剣	weapon	死者の荒野の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	SS	79008	0	386	72	0	0	0	0	0	1	1530	2026-06-09T00:45:51.000000Z	2026-06-11T13:19:29.000000Z	0	剣		19752	0	
659	呪城の黒剣	weapon	呪われた城の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	SS	81494	0	386	75	0	0	0	0	0	1	1540	2026-06-09T00:45:51.000000Z	2026-06-11T13:19:29.000000Z	0	剣		20373	0	
662	冥界門の大鎌	weapon	冥界門の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	SS	83704	0	386	77	0	0	0	0	0	1	1550	2026-06-09T00:45:51.000000Z	2026-06-11T13:19:29.000000Z	0	剣		20926	0	
665	悪魔神殿の魔槍	weapon	悪魔神殿の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	SS	85914	0	386	79	0	0	0	0	0	1	1560	2026-06-09T00:45:51.000000Z	2026-06-11T13:19:29.000000Z	0	槍		21478	0	
668	魔王軍の軍刀	weapon	魔王軍要塞の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	SS	88124	0	386	81	0	0	0	0	0	1	1570	2026-06-09T00:45:51.000000Z	2026-06-11T13:19:29.000000Z	0	剣		22031	0	
671	瘴気谷の毒刃	weapon	瘴気の谷の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	SS	90610	0	386	83	0	0	0	0	0	1	1580	2026-06-09T00:45:51.000000Z	2026-06-11T13:19:29.000000Z	0	剣		22652	0	
674	奈落の階段剣	weapon	奈落への階段の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	SS	93428	0	386	85	0	0	0	0	0	1	1590	2026-06-09T00:45:51.000000Z	2026-06-11T13:19:29.000000Z	0	剣		23357	0	
677	雲海の軽槍	weapon	雲海平原の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	SSS	94478	0	423	85	0	0	0	0	0	1	1600	2026-06-09T00:45:51.000000Z	2026-06-11T13:19:29.000000Z	0	槍		23619	0	
680	天空回廊の光剣	weapon	天空回廊の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	SSS	96688	0	423	88	0	0	0	0	0	1	1610	2026-06-09T00:45:51.000000Z	2026-06-11T13:19:29.000000Z	0	剣		24172	0	
683	雷鳴神殿の雷槍	weapon	雷鳴神殿の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	SSS	99174	0	423	91	0	0	0	0	0	1	1620	2026-06-09T00:45:51.000000Z	2026-06-11T13:19:29.000000Z	0	槍		24793	0	
686	浮遊遺跡の機兵剣	weapon	浮遊遺跡の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	SSS	101384	0	423	92	0	0	0	0	0	1	1630	2026-06-09T00:45:51.000000Z	2026-06-11T13:19:29.000000Z	0	剣		25346	0	
689	天使庭園の聖弓	weapon	天使の庭園の素材を用いて鍛えた合成武器。店売り品より一段上の火力を持つ。	SSS	103870	0	423	0	0	0	94	0	0	1	1640	2026-06-09T00:45:51.000000Z	2026-06-11T13:19:29.000000Z	0	弓		25967	0	
