id	name	type	description	rarity	price	hp_bonus	str_bonus	def_bonus	agi_bonus	mag_bonus	luk_bonus	required_level	is_shop_item	is_active	sort_order	created_at	updated_at	spr_bonus	sub_type	element	sell_price	mp_bonus	unlock_city_id	weapon_category	weapon_hand_type	weapon_role	armor_category	armor_weight	armor_role	external_item_id	weapon_family_id	weapon_family_name	weapon_rank	weapon_rank_sort	weapon_rank_multiplier	evolution_stage	next_item_external_id	is_evolution_enabled	is_drop_enabled	is_supply_enabled	max_enhance	armor_family_id	armor_family_name	armor_category_id	armor_category_name	armor_rank	armor_rank_sort	armor_rank_multiplier	evolution_group_id	next_armor_external_id	accessory_family_id	accessory_family_name	accessory_category_id	accessory_category_name	accessory_rank	accessory_rank_sort	accessory_rank_multiplier	next_accessory_external_id
52	呪いガラスの印	accessory	ドロップ品: 呪いガラスの印	rare	339	0	7	0	0	0	0	1	0	1	0	2026-06-06T16:15:40.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
53	墓地の騎士の印	accessory	ドロップ品: 墓地の騎士の印	rare	339	0	16	0	0	0	0	1	0	1	0	2026-06-06T16:15:40.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
54	泉スライムの印	accessory	ドロップ品: 泉スライムの印	rare	339	109	0	7	0	0	0	1	0	1	0	2026-06-06T16:15:40.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
55	フェアリーの耳飾り	accessory	ドロップ品: フェアリーの耳飾り	rare	339	0	0	0	0	33	15	1	0	1	0	2026-06-06T16:15:40.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
56	水精の子の印	accessory	ドロップ品: 水精の子の印	rare	339	0	0	0	0	18	0	1	0	1	0	2026-06-06T16:15:40.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
57	いたずらピクシーの印	accessory	ドロップ品: いたずらピクシーの印	rare	339	0	0	0	0	18	0	1	0	1	0	2026-06-06T16:15:40.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
58	泉の番人の印	accessory	ドロップ品: 泉の番人の印	rare	339	105	8	8	8	8	0	1	0	1	0	2026-06-06T16:15:40.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
61	見習い魔術師の印	accessory	ドロップ品: 見習い魔術師の印	rare	339	0	0	0	0	19	0	1	0	1	0	2026-06-06T16:15:40.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
62	教官の影の印	accessory	ドロップ品: 教官の影の印	rare	339	117	9	9	9	9	0	1	0	1	0	2026-06-06T16:15:40.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
63	ゴブリンキングの王印	accessory	ドロップ品: ゴブリンキングの王印	legend	339	267	25	0	0	0	0	1	0	1	0	2026-06-06T16:15:40.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
64	シーラットの首飾り	accessory	ドロップ品: シーラットの首飾り	rare	339	97	0	0	0	0	10	1	0	1	0	2026-06-06T16:15:40.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
65	浜辺クラブの印	accessory	ドロップ品: 浜辺クラブの印	rare	339	121	9	9	9	9	0	1	0	1	0	2026-06-06T16:15:40.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
66	潮風スライムの印	accessory	ドロップ品: 潮風スライムの印	rare	339	161	0	10	0	0	0	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
67	海鳥ハンターの印	accessory	ドロップ品: 海鳥ハンターの印	rare	339	0	0	0	22	0	0	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
68	リーフリザードの印	accessory	ドロップ品: リーフリザードの印	rare	339	134	10	10	10	10	0	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
70	地底トカゲの印	accessory	ドロップ品: 地底トカゲの印	rare	339	146	11	11	11	11	0	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
71	洞窟の主の印	accessory	ドロップ品: 洞窟の主の印	rare	339	151	11	11	11	11	0	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
72	亡霊船員の印	accessory	ドロップ品: 亡霊船員の印	rare	339	0	11	0	0	0	0	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
73	沈没船スライムの印	accessory	ドロップ品: 沈没船スライムの印	rare	339	197	0	11	0	0	0	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
75	海賊ゴーストの印	accessory	ドロップ品: 海賊ゴーストの印	rare	339	0	13	0	0	0	0	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
76	船底クラーケンの印	accessory	ドロップ品: 船底クラーケンの印	rare	339	169	13	13	13	13	0	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
77	マーメイドの印	accessory	ドロップ品: マーメイドの印	rare	339	169	13	13	13	13	0	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
78	泡の精霊の耳飾り	accessory	ドロップ品: 泡の精霊の耳飾り	rare	339	0	0	0	0	22	9	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
79	シーサーペント幼体の印	accessory	ドロップ品: シーサーペント幼体の印	rare	339	180	15	15	15	15	0	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
80	歌う貝の印	accessory	ドロップ品: 歌う貝の印	rare	339	226	0	15	0	0	0	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
81	入り江の守護者の印	accessory	ドロップ品: 入り江の守護者の印	rare	339	186	15	15	15	15	0	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
85	爆弾使いの印	accessory	ドロップ品: 爆弾使いの印	rare	339	198	16	16	16	16	0	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
86	海賊王の副官の印	accessory	ドロップ品: 海賊王の副官の印	rare	339	0	35	0	0	0	0	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
87	珊瑚スライムの印	accessory	ドロップ品: 珊瑚スライムの印	rare	339	255	0	16	0	0	0	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
88	リーフガーディアンの印	accessory	ドロップ品: リーフガーディアンの印	rare	339	209	17	17	17	17	0	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
89	迷宮クラブの印	accessory	ドロップ品: 迷宮クラブの印	rare	339	215	17	17	17	17	0	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
90	毒イソギンチャクの印	accessory	ドロップ品: 毒イソギンチャクの印	rare	339	215	17	17	17	17	0	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
91	珊瑚の魔獣の印	accessory	ドロップ品: 珊瑚の魔獣の印	rare	339	222	17	17	17	17	0	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
94	祭壇スライムの印	accessory	ドロップ品: 祭壇スライムの印	rare	339	284	0	18	0	0	0	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
95	古代司祭の刻印	accessory	ドロップ品: 古代司祭の刻印	epic	339	0	0	0	0	163	0	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
96	神殿の主の王印	accessory	ドロップ品: 神殿の主の王印	legend	339	1182	68	68	68	68	68	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	24			85	0												0	1	0		0	0	0	0						0	1								0	1	
97	森ウルフの刻印	accessory	ドロップ品: 森ウルフの刻印	epic	339	0	0	0	42	0	0	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
98	ツリースピリットの印	accessory	ドロップ品: ツリースピリットの印	rare	339	257	19	19	19	19	0	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
99	毒キノコの刻印	accessory	ドロップ品: 毒キノコの刻印	epic	339	327	0	20	0	0	0	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
100	森の守護獣の刻印	accessory	ドロップ品: 森の守護獣の刻印	epic	339	335	20	20	0	0	0	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
102	絡み草の印	accessory	ドロップ品: 絡み草の印	rare	339	273	20	20	20	20	0	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
104	毒花の刻印	accessory	ドロップ品: 毒花の刻印	epic	339	349	21	21	0	0	0	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
105	根の番人の刻印	accessory	ドロップ品: 根の番人の刻印	epic	339	357	21	21	0	0	0	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
106	世界樹の精の印	accessory	ドロップ品: 世界樹の精の印	rare	339	302	22	22	22	22	0	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
107	風の妖精の耳飾り	accessory	ドロップ品: 風の妖精の耳飾り	rare	339	0	0	0	0	39	17	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
108	樹上ハーピーの羽飾り	accessory	ドロップ品: 樹上ハーピーの羽飾り	rare	339	0	0	0	40	0	17	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
109	葉隠れ弓兵の刻印	accessory	ドロップ品: 葉隠れ弓兵の刻印	epic	339	0	53	0	0	0	0	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
110	枝の守護者の刻印	accessory	ドロップ品: 枝の守護者の刻印	epic	339	400	24	24	0	0	0	1	0	1	0	2026-06-06T16:15:41.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
111	祭壇スライムの刻印	accessory	ドロップ品: 祭壇スライムの刻印	epic	339	1220	0	72	0	0	0	1	0	1	0	2026-06-06T16:15:42.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
112	神殿の主の刻印	accessory	ドロップ品: 神殿の主の刻印	epic	339	1228	72	72	0	0	0	1	0	1	0	2026-06-06T16:15:42.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
113	月光ピクシーの刻印	accessory	ドロップ品: 月光ピクシーの刻印	epic	339	0	0	0	0	168	0	1	0	1	0	2026-06-06T16:19:24.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
115	光る蝶の護符	accessory	ドロップ品: 光る蝶の護符	rare	339	0	0	0	127	0	53	1	0	1	0	2026-06-06T16:19:24.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
116	星草スライムの刻印	accessory	ドロップ品: 星草スライムの刻印	epic	339	0	0	0	0	169	0	1	0	1	0	2026-06-06T16:19:24.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
117	庭園の番人の王印	accessory	ドロップ品: 庭園の番人の王印	legend	339	601	35	35	35	35	35	1	0	1	0	2026-06-06T16:19:24.000000Z	2026-06-12T14:14:10.000000Z	35			85	0												0	1	0		0	0	0	0						0	1								0	1	
118	鉱山ネズミの首飾り	accessory	ドロップ品: 鉱山ネズミの首飾り	rare	339	0	0	0	44	0	19	1	0	1	0	2026-06-06T16:19:24.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
119	鉄殻虫の印	accessory	ドロップ品: 鉄殻虫の印	rare	339	355	27	27	27	27	0	1	0	1	0	2026-06-06T16:19:24.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
120	鉱夫ゴーストの刻印	accessory	ドロップ品: 鉱夫ゴーストの刻印	epic	339	0	28	0	0	28	0	1	0	1	0	2026-06-06T16:19:24.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
121	ストーンゴーレムの刻印	accessory	ドロップ品: ストーンゴーレムの刻印	epic	339	451	28	28	0	0	0	1	0	1	0	2026-06-06T16:19:24.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
122	鉱山トロルの刻印	accessory	ドロップ品: 鉱山トロルの刻印	epic	339	0	61	0	0	0	0	1	0	1	0	2026-06-06T16:19:24.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
123	闇コウモリの羽飾り	accessory	ドロップ品: 闇コウモリの羽飾り	rare	339	0	0	0	46	0	19	1	0	1	0	2026-06-06T16:19:24.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
125	火薬ネズミの首飾り	accessory	ドロップ品: 火薬ネズミの首飾り	rare	339	0	0	0	48	0	20	1	0	1	0	2026-06-06T16:19:24.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
126	穴掘りモールの刻印	accessory	ドロップ品: 穴掘りモールの刻印	epic	339	472	29	29	0	0	0	1	0	1	0	2026-06-06T16:19:24.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
127	廃坑の主の刻印	accessory	ドロップ品: 廃坑の主の刻印	epic	339	480	29	29	0	0	0	1	0	1	0	2026-06-06T16:19:24.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
128	火の精の印	accessory	ドロップ品: 火の精の印	rare	339	383	29	29	29	29	0	1	0	1	0	2026-06-06T16:19:24.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
129	溶鉄スライムの刻印	accessory	ドロップ品: 溶鉄スライムの刻印	epic	339	488	29	29	0	0	0	1	0	1	0	2026-06-06T16:19:24.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
131	炎トカゲの刻印	accessory	ドロップ品: 炎トカゲの刻印	epic	339	494	30	30	0	0	0	1	0	1	0	2026-06-06T16:19:24.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
132	溶鉱の番人の刻印	accessory	ドロップ品: 溶鉱の番人の刻印	epic	339	502	30	30	0	0	0	1	0	1	0	2026-06-06T16:19:24.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
134	機械ネズミの首飾り	accessory	ドロップ品: 機械ネズミの首飾り	rare	339	355	0	0	0	0	36	1	0	1	0	2026-06-06T16:19:24.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
136	歯車スライムの刻印	accessory	ドロップ品: 歯車スライムの刻印	epic	339	538	0	32	0	0	0	1	0	1	0	2026-06-06T16:19:25.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
137	工場長ゴーレムの刻印	accessory	ドロップ品: 工場長ゴーレムの刻印	epic	339	545	32	32	0	0	0	1	0	1	0	2026-06-06T16:19:25.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
138	雷球の印	accessory	ドロップ品: 雷球の印	rare	339	785	58	58	58	58	0	1	0	1	0	2026-06-06T16:19:25.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
139	発電スライムの刻印	accessory	ドロップ品: 発電スライムの刻印	epic	339	988	0	59	0	0	0	1	0	1	0	2026-06-06T16:19:25.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
141	地底技師の亡霊の刻印	accessory	ドロップ品: 地底技師の亡霊の刻印	epic	339	0	59	0	0	59	0	1	0	1	0	2026-06-06T16:19:25.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
142	発電所の守護機の刻印	accessory	ドロップ品: 発電所の守護機の刻印	epic	339	1003	59	59	0	0	0	1	0	1	0	2026-06-06T16:19:25.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
145	魔導砲台の刻印	accessory	ドロップ品: 魔導砲台の刻印	epic	339	0	0	0	0	77	0	1	0	1	0	2026-06-06T16:19:25.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
146	鉄巨人試作型の刻印	accessory	ドロップ品: 鉄巨人試作型の刻印	epic	339	581	35	35	0	0	0	1	0	1	0	2026-06-06T16:19:25.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
147	鋼鉄巨人の王印	accessory	ドロップ品: 鋼鉄巨人の王印	legend	339	795	46	46	46	46	46	1	0	1	0	2026-06-06T16:19:25.000000Z	2026-06-12T14:14:10.000000Z	46			85	0												0	1	0		0	0	0	0						0	1								0	1	
148	雪スライムの刻印	accessory	ドロップ品: 雪スライムの刻印	epic	339	581	0	35	0	0	0	1	0	1	0	2026-06-06T16:19:25.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
149	白狼の刻印	accessory	ドロップ品: 白狼の刻印	epic	339	0	0	0	80	0	0	1	0	1	0	2026-06-06T16:19:25.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
150	雪原ウサギの足飾り	accessory	ドロップ品: 雪原ウサギの足飾り	rare	339	398	0	0	0	0	40	1	0	1	0	2026-06-06T16:19:25.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
151	氷コウモリの刻印	accessory	ドロップ品: 氷コウモリの刻印	epic	339	0	0	0	81	0	0	1	0	1	0	2026-06-06T16:19:25.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
152	氷の番人の刻印	accessory	ドロップ品: 氷の番人の刻印	epic	339	603	36	36	0	0	0	1	0	1	0	2026-06-06T16:19:25.000000Z	2026-06-12T14:14:10.000000Z	0			85	0												0	1	0		0	0	0	0						0	1								0	1	
